County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	Early Voting	Absentee by Mail	Provisional	Total Votes	Real Precinct
CATAWBA	11/04/2025	19	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180012	C	TOWN OF LONG VIEW MAYOR	Eddie Marlowe	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180012	C	TOWN OF LONG VIEW MAYOR	Marla G. Thompson	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	19	180012	C	TOWN OF LONG VIEW MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180015	C	TOWN OF MAIDEN MAYOR	Danny Lee Kiser	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180015	C	TOWN OF MAIDEN MAYOR	Max Bumgarner, Jr.	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180015	C	TOWN OF MAIDEN MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Beth Poovey Rudisill	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Bob Sigmon	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Cameron D. Ramseur	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Deon Henry	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Lanny Ford	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Wes Stroupe	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Write-In (Miscellaneous)		3	0	0	0	0	0	Y
CATAWBA	11/04/2025	20	180016	C	TOWN OF MAIDEN COUNCILMEN	Zane Reid Hudson	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	21	3	C	TOWN OF CATAWBA COUNCILMEN	Crystal Spesert	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	21	3	C	TOWN OF CATAWBA COUNCILMEN	Duane McCombs	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	21	3	C	TOWN OF CATAWBA COUNCILMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	6	C	CITY OF CONOVER MAYOR	Kyle J. Hayman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	6	C	CITY OF CONOVER MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Brenda Powell	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Chad Schuermeyer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Dan Von Dohlen	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Justin Barringer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Kevin Dill	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Mark Canrobert	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	7	C	CITY OF CONOVER COUNCILMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Bill Powell	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Ed Sain	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	John Stiver	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Kassandra Gray	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Marcus Miller	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Patrick Sterchi	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Recil Wright	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Roy Johnson	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Scott Gilleland	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	17	C	CITY OF NEWTON COUNCIL	Write-In (Miscellaneous)		3	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Ralph Hatch	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Todd S. Griffin	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	22	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	1	C	TOWN OF BROOKFORD MAYOR	Bill McGregor	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	1	C	TOWN OF BROOKFORD MAYOR	Thomas Schronce	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	1	C	TOWN OF BROOKFORD MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	2	C	TOWN OF BROOKFORD ALDERMEN	Charles Allen Bargsley, Jr.	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	2	C	TOWN OF BROOKFORD ALDERMEN	Eric Biter	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	2	C	TOWN OF BROOKFORD ALDERMEN	Helen (Cooki) Turner	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	2	C	TOWN OF BROOKFORD ALDERMEN	Kelvin Gregory	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	2	C	TOWN OF BROOKFORD ALDERMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180008	C	CITY OF HICKORY MAYOR	Hank Guess	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180008	C	CITY OF HICKORY MAYOR	Park Inglefield	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180008	C	CITY OF HICKORY MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	23	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	1	C	TOWN OF BROOKFORD MAYOR	Bill McGregor	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	1	C	TOWN OF BROOKFORD MAYOR	Thomas Schronce	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	1	C	TOWN OF BROOKFORD MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	2	C	TOWN OF BROOKFORD ALDERMEN	Charles Allen Bargsley, Jr.	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	2	C	TOWN OF BROOKFORD ALDERMEN	Eric Biter	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	2	C	TOWN OF BROOKFORD ALDERMEN	Helen (Cooki) Turner	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	2	C	TOWN OF BROOKFORD ALDERMEN	Kelvin Gregory	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	2	C	TOWN OF BROOKFORD ALDERMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180008	C	CITY OF HICKORY MAYOR	Hank Guess	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180008	C	CITY OF HICKORY MAYOR	Park Inglefield	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180008	C	CITY OF HICKORY MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	24	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Bill Powell	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Ed Sain	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	John Stiver	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Kassandra Gray	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Marcus Miller	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Patrick Sterchi	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Recil Wright	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Roy Johnson	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Scott Gilleland	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	25	17	C	CITY OF NEWTON COUNCIL	Write-In (Miscellaneous)		3	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180008	C	CITY OF HICKORY MAYOR	Hank Guess	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180008	C	CITY OF HICKORY MAYOR	Park Inglefield	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180008	C	CITY OF HICKORY MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	26	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	6	C	CITY OF CONOVER MAYOR	Kyle J. Hayman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	6	C	CITY OF CONOVER MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Brenda Powell	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Chad Schuermeyer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Dan Von Dohlen	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Justin Barringer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Kevin Dill	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Mark Canrobert	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	7	C	CITY OF CONOVER COUNCILMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Ralph Hatch	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Todd S. Griffin	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	27	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	6	C	CITY OF CONOVER MAYOR	Kyle J. Hayman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	6	C	CITY OF CONOVER MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Brenda Powell	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Chad Schuermeyer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Dan Von Dohlen	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Justin Barringer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Kevin Dill	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Mark Canrobert	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	7	C	CITY OF CONOVER COUNCILMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Ralph Hatch	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Todd S. Griffin	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180008	C	CITY OF HICKORY MAYOR	Hank Guess	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180008	C	CITY OF HICKORY MAYOR	Park Inglefield	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180008	C	CITY OF HICKORY MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	28	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180008	C	CITY OF HICKORY MAYOR	Hank Guess	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180008	C	CITY OF HICKORY MAYOR	Park Inglefield	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180008	C	CITY OF HICKORY MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	29	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180008	C	CITY OF HICKORY MAYOR	Hank Guess	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180008	C	CITY OF HICKORY MAYOR	Park Inglefield	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180008	C	CITY OF HICKORY MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Anthony J. Freeman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180009	C	CITY OF HICKORY ALDERMAN WARD 04	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Arnita M. Dula	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180010	C	CITY OF HICKORY ALDERMAN WARD 05	David Zagaroli	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180010	C	CITY OF HICKORY ALDERMAN WARD 05	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Jill Patton	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	30	180011	C	CITY OF HICKORY ALDERMAN WARD 06	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Bill Powell	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Ed Sain	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	John Stiver	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Kassandra Gray	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Marcus Miller	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Patrick Sterchi	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Recil Wright	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Roy Johnson	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Scott Gilleland	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	17	C	CITY OF NEWTON COUNCIL	Write-In (Miscellaneous)		3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180015	C	TOWN OF MAIDEN MAYOR	Danny Lee Kiser	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180015	C	TOWN OF MAIDEN MAYOR	Max Bumgarner, Jr.	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180015	C	TOWN OF MAIDEN MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Beth Poovey Rudisill	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Bob Sigmon	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Cameron D. Ramseur	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Deon Henry	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Lanny Ford	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Wes Stroupe	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Write-In (Miscellaneous)		3	0	0	0	0	0	Y
CATAWBA	11/04/2025	32	180016	C	TOWN OF MAIDEN COUNCILMEN	Zane Reid Hudson	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	6	C	CITY OF CONOVER MAYOR	Kyle J. Hayman	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	6	C	CITY OF CONOVER MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Brenda Powell	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Chad Schuermeyer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Dan Von Dohlen	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Justin Barringer	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Kevin Dill	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Mark Canrobert	 	2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	7	C	CITY OF CONOVER COUNCILMEN	Write-In (Miscellaneous)		2	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Ralph Hatch	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Todd S. Griffin	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	33	18	C	CITY OF CONOVER COUNCILMAN (UNEXPIRED)	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Bill Powell	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Ed Sain	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	John Stiver	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Kassandra Gray	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Marcus Miller	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Patrick Sterchi	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Recil Wright	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Roy Johnson	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Scott Gilleland	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	17	C	CITY OF NEWTON COUNCIL	Write-In (Miscellaneous)		3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180015	C	TOWN OF MAIDEN MAYOR	Danny Lee Kiser	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180015	C	TOWN OF MAIDEN MAYOR	Max Bumgarner, Jr.	 	1	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180015	C	TOWN OF MAIDEN MAYOR	Write-In (Miscellaneous)		1	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180016	C	TOWN OF MAIDEN COUNCILMEN	Beth Poovey Rudisill	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180016	C	TOWN OF MAIDEN COUNCILMEN	Bob Sigmon	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180016	C	TOWN OF MAIDEN COUNCILMEN	Cameron D. Ramseur	 	3	0	0	0	0	0	Y
CATAWBA	11/04/2025	34	180016	C	TOWN OF MAIDEN COUNCILMEN	Deon Henry	 	3	0	0	0	0	0	Y
